,gene_numb,rxn_numb,aerobic_growth,aerobic_rxns,anaerobic_growth,anaerobic_rxns,type
BCN_8.re,1093,3983,0.0879398747951273,475,0.0227737517676686,474,Human
BCP_8.re,1095,3983,0.0879398747951282,495,0.0227737517676686,471,Human
BCQ_8.re,1093,3986,0.0,31,0.0,0,Human
BCS_8.re,1082,3978,0.0,69,0.0,0,Wild
BCT_8.re,1083,3981,0.0,22,0.0,0,Wild
BCV_8.re,1090,3978,0.0879398747951284,474,0.0227737517676686,451,Wild
BDA_8.re,1089,3979,0.0879398747951278,495,0.0227737517676686,471,Wild
BDB_8.re,1097,3982,0.0879397870694559,498,0.0227737517676686,453,Wild
BDC_8.re,1091,3968,0.087939874795129,451,0.0227737517676687,445,Wild
BDD_8.re,1095,3982,0.0879398747951279,497,0.0227737517676686,486,Wild
BDE_8.re,1090,3980,0.077101663508923,478,0.0,0,Wild
BDF_8.re,1096,3973,0.0879397870694555,510,0.0227737517676687,486,Wild
BDG_5.re,1088,3979,0.0771016635089227,500,0.0,0,Wild
BDH_5.re,1089,3979,0.0771016635089222,507,0.0,0,Wild
BDI_5.re,1096,3982,0.0879398429364092,473,0.0227737517676685,479,Wild
BDK_5.re,1096,3982,0.0879398747951283,488,0.0227737517676686,452,Wild
BDL_5.re,1082,3967,0.077101633748445,507,0.0,0,Beer
BDM_5.re,1097,3985,0.0879398747951289,482,0.0227737517676686,456,Wild
BDN_5.re,1081,3983,0.0858108916818871,474,0.0167572254872931,480,Wild
BDP_5.re,1090,3979,0.0879398747951286,490,0.0227737517676686,482,Human
BDQ_6.re,1091,3980,0.0879398747951287,472,0.0227737517676689,471,Human
BDR_6.re,1087,3980,0.0771016635089227,500,0.0,0,Human
BDS_6.re,1091,3980,0.0879398747951289,480,0.0227737517676686,469,Human
BDT_6.re,1094,3983,0.0879398747951289,483,0.0227737517676686,451,Human
BDV_6.re,1091,3980,0.0879397870694559,503,0.0227737517676687,454,Human
BEA_6.re,1092,3980,0.0879398429364092,490,0.0227737517676687,468,Human
BEB_6.re,1092,3979,0.0879398747951288,494,0.0227737517676686,490,Human
BEC_6.re,1090,3980,0.0879398747951294,497,0.0227737517676687,470,Human
BED_6.re,1089,3977,0.0879398747951286,477,0.0227737517676687,463,Human
BEE_6.re,1092,3980,0.0879397870694559,506,0.0227737517676686,466,Human
BEF_7.re,1090,3987,0.0771016635089227,488,0.0,0,Fermentation
BEG_7.re,1096,3986,0.0771016337484445,498,0.0,0,Industrial
BEH_7.re,1094,3988,0.0879397870694558,494,0.0227737517676686,472,Fermentation
BEI_7.re,1081,3972,0.0879398747951279,476,0.0227737517676687,456,Beer
BEK_7.re,1078,3971,0.0879397870694559,537,0.0227737517676685,467,Beer
BEM_7.re,1079,3971,0.0858108916818874,508,0.0167572254872931,474,Beer
BEN_7.re,1085,3975,0.0879397870694552,490,0.0227737517676687,446,Beer
BEP_4.re,1103,3988,0.0879398747951278,483,0.0227737517676687,457,Bakery
BEQ_4.re,1102,3986,0.0879398747951282,486,0.0227737517676686,482,Wine
BER_2.re,1095,3985,0.0771016337484447,478,0.0,0,Wine
BES_2.re,1102,3990,0.0771016337484446,512,0.0,0,Wine
BET_1.re,1096,3998,0.0771016337484449,501,0.0,0,Wild
BEV_3.re,1097,3998,0.0771016337484449,501,0.0,0,Wild
BFA_3.re,1092,3981,0.0771016335218773,514,0.0,0,Soil
BFB_4.re,1098,3987,0.0879398429364097,483,0.0227737517676686,494,Wild
BFC_3.re,1099,3989,0.0771015801617888,501,0.0,0,Fermentation
BFD_1.re,1097,3988,0.0771016337484446,492,0.0,0,Wild
BFH_3.re,1078,3973,0.077101663508923,484,0.0,0,Dairy
BFK_2.re,1103,3989,0.0879398747951289,485,0.0227737517676686,452,Wild
BFL_4.re,1095,3985,0.0879397870694562,501,0.0227737517676686,454,Wild
BFN_4.re,1079,3968,0.0771016337484446,515,0.0,0,Wild
BFP_3.re,1098,3987,0.0879398747951279,462,0.0227737517676687,493,Wild
BFQ_8.re,1097,3985,0.0771016337484447,512,0.0,0,Cider
BFR_8.re,1095,3985,0.0771016337484447,512,0.0,0,Cider
BFS_8.re,1081,3966,0.0879398747951283,473,0.0227737517676685,472,Dairy
BFT_8.re,1079,3977,0.077101663508923,480,0.0,0,Dairy
BFV_8.re,1084,3974,0.0,21,0.0,0,Dairy
BGA_7.re,1082,3969,0.0,33,0.0,0,Dairy
BGB_7.re,1081,3970,0.0771016635089227,498,0.0,0,Dairy
BGC_8.re,1076,3967,0.0,66,0.0,0,Dairy
BGD_8.re,1078,3965,0.0,33,0.0,0,Dairy
BGE_8.re,1078,3976,0.0,53,0.0,0,Dairy
BGF_8.re,1084,3976,0.0,25,0.0,0,Dairy
BGG_8.re,1081,3974,0.0,29,0.0,0,Dairy
BGH_1.re,1087,3979,0.0,43,0.0,0,Dairy
BGI_1.re,1082,3972,0.0879398747951289,501,0.0227737517676687,475,Dairy
BGK_1.re,1080,3976,0.0,30,0.0,0,Dairy
BGL_1.re,1084,3976,0.087939874795128,489,0.0227737517676685,462,Dairy
BGM_1.re,1083,3979,0.0879397870694557,502,0.0227737517676686,487,Dairy
BGN_1.re,1079,3972,0.0771015801617887,503,0.0,0,Dairy
BGP_1.re,1090,3979,0.0879398747951289,476,0.0227737517676687,474,Dairy
BGQ_1.re,1077,3968,0.0,57,0.0,0,Dairy
BGR_1.re,1079,3973,0.0,51,0.0,0,Dairy
BGS_1.re,1080,3971,0.0771016635089223,500,0.0,0,Dairy
BGT_2.re,1083,3974,0.077101663508923,493,0.0,0,Dairy
BGV_2.re,1084,3973,0.0879397870694559,490,0.0227737517676686,467,Dairy
BHA_2.re,1083,3973,0.0879397870694559,487,0.0227737517676686,472,Beer
BHB_2.re,1093,3982,0.0879398747951289,473,0.0227737517676687,478,Bakery
BHC_2.re,1099,3987,0.0879398747951285,494,0.0227737517676687,542,Cider
BHD_2.re,1093,3980,0.0,29,0.0,0,Cider
BHE_2.re,1100,3988,0.0879398747951289,501,0.0227737517676687,477,Cider
BHF_2.re,1102,3989,0.087939874795128,497,0.0227737517676686,475,Cider
BHG_2.re,1099,3988,0.0879397870694556,514,0.0227737517676686,478,Cider
BHH_2.re,1096,3988,0.0771015801617887,523,0.0,0,Cider
BHI_4.re,1096,3986,0.0879398747951286,455,0.0227737517676687,446,Cider
BHK_4.re,1095,3981,0.0879397870694552,514,0.0227737517676687,476,Cider
BHL_4.re,1097,3984,0.0879398747951289,469,0.0227737517676686,470,Cider
BHM_4.re,1099,3986,0.0,22,0.0,0,Cider
BHN_4.re,1097,3985,0.0879398747951286,494,0.0227737517676687,486,Fermentation
BHP_4.re,1092,3984,0.0879397870694559,522,0.0227737517676685,469,Fermentation
BHQ_4.re,1092,3983,0.0879398429364093,509,0.0227737517676686,453,Fermentation
BHR_4.re,1091,3982,0.0879398747951289,471,0.0227737517676686,481,Fermentation
BHS_1.re,1094,3984,0.087939874795128,489,0.0227737517676686,480,Fermentation
BHT_1.re,1101,3983,0.0879398747951283,490,0.0227737517676686,474,Cider
BHV_1.re,1098,3984,0.0879397870694557,482,0.0227737517676686,469,Wine
BIA_1.re,1099,3985,0.0879397870694559,504,0.0227737517676686,481,Wine
BIB_1.re,1097,3981,0.0879398747951285,487,0.0227737517676687,479,Wine
BIC_1.re,1100,3985,0.0879398747951286,494,0.0227737517676687,486,Wine
BID_1.re,1101,3984,0.0879398429364095,485,0.0227737517676686,468,Bakery
BIE_1.re,1085,3982,0.0,50,0.0,0,Wine
BIF_1.re,1098,3985,0.0879397870694553,475,0.0227737517676686,449,Wine
BIG_1.re,1100,3989,0.087939874795128,497,0.0227737517676686,475,Wine
BIH_4.re,1100,3999,0.08793984293641,493,0.0227737517676686,483,Wine
BII_4.re,1104,3999,0.0879397870694559,518,0.0227737517676686,474,Wine
BIK_3.re,1099,3984,0.0879397870694555,491,0.0227737517676688,444,Wine
BIL_3.re,1102,3996,0.0879398747951287,464,0.0227737517676687,486,Wine
BIM_3.re,1095,3981,0.0771016635089223,490,0.0,0,Wine
BIN_3.re,1099,3988,0.0879397870694554,518,0.0227737517676686,499,Wine
BIP_3.re,1098,3983,0.0879398429364088,493,0.0227737517676686,477,Wine
BIQ_3.re,1096,3986,0.0771016337484445,498,0.0,0,Wine
BIR_2.re,1091,3978,0.0770631520531174,510,0.0,0,Wine
BIS_2.re,1100,3989,0.0771016337484449,510,0.0,0,Wine
BIT_2.re,1092,3979,0.0771016635089227,491,0.0,0,Wine
BKA_2.re,1098,3983,0.0879398747951282,484,0.0227737517676686,473,Wild
BKC_1.re,1100,3998,0.0879397870694555,524,0.0227737517676687,477,Wine
BKD_1.re,1096,3986,0.0879398747951283,493,0.0227737517676686,480,Soil
BKE_1.re,1100,3988,0.0879397870694559,494,0.0227737517676686,458,Wine
BKF_3.re,1098,3984,0.0879397870694544,509,0.0227737517676687,463,Wine
BKG_3.re,1094,3984,0.0879397870694559,493,0.0227737517676687,487,Wine
BKH_1.re,1097,3984,0.0879397870694557,508,0.0227737517676687,482,Wine
BKI_2.re,1097,3985,0.0879397870694562,501,0.0227737517676686,454,Wine
BKK_2.re,1098,3985,0.0879397870694559,504,0.0227737517676686,481,Bakery
BKL_1.re,1099,3985,0.0879397870694559,504,0.0227737517676686,481,Wine
BKM_1.re,1100,3985,0.0879397870694554,493,0.0227737517676686,458,Wine
BKN_2.re,1097,3987,0.077101633748445,525,0.0,0,Wine
BKP_1.re,1098,3985,0.0,22,0.0,0,Wine
BKQ_2.re,1102,3990,0.0879397870694559,503,0.0227737517676686,465,Unknown
BKR_1.re,1094,3983,0.0771016337484447,507,0.0,0,Wine
BKS_1.re,1100,3986,0.0879397870694557,487,0.0227737517676687,497,Wine
BKT_2.re,1096,3984,0.0771016337484446,511,0.0,0,Wine
BLA_4.re,1099,3985,0.0879397870694559,504,0.0227737517676686,481,Wine
BLB_4.re,1106,3992,0.0879398429364095,508,0.0227737517676687,480,Wine
BLC_4.re,1096,3980,0.0,113,0.0,0,Wine
BLD_3.re,1097,3984,0.0771016337484446,509,0.0,0,Wine
BLE_2.re,1098,3985,0.0879397870694553,475,0.0227737517676686,449,Wine
BLF_2.re,1104,3985,0.0878973035940942,490,0.02274730562897,453,Wine
BLG_1.re,1097,3983,0.0771015801617887,536,0.0,0,Wine
BLH_1.re,1098,3985,0.0879397870694563,486,0.0227737517676687,455,Wine
BLI_3.re,1100,3987,0.0771016337484448,517,0.0,0,Wine
BLK_2.re,1102,3989,0.0879398747951286,473,0.0227737517676687,487,Wine
BLL_1.re,1096,3983,0.0879397870694553,528,0.0227737517676687,458,Wine
BLM_3.re,1100,3986,0.0879398747951286,512,0.0227737517676687,481,Wine
BLN_2.re,1100,3986,0.0771016337484447,498,0.0,0,Wine
BLP_5.re,1099,3985,0.0771016337484449,511,0.0,0,Wine
BLQ_1.re,1094,3983,0.0771016337484449,487,0.0,0,Wine
BLR_3.re,1093,3980,0.0770630687892238,531,0.0,0,Wine
BLS_5.re,1097,3996,0.0771016337484447,499,0.0,0,Wine
BLT_2.re,1107,3989,0.0879397870694559,502,0.0227737517676686,480,Wine
BLV_3.re,1099,3985,0.0879397870694558,516,0.0227737517676686,469,Wine
BMA_2.re,1098,3994,0.0879398747951281,468,0.0227737517676686,482,Wild
BMB_1.re,1096,3995,0.0771016635089222,462,0.0,0,Wild
BMC_1.re,1098,3994,0.0879398747951281,468,0.0227737517676686,482,Wild
BMD_5.re,1085,3979,0.0771016635089228,564,0.0,0,Human
BMF_1.re,1084,3982,0.0767918078162539,482,0.0,0,Human
BMG_2.re,1079,3942,0.0,60,0.0,0,Human
BMH_5.re,1099,3985,0.0879397870694563,486,0.0227737517676687,455,Human
BMI_4.re,1098,3985,0.0879397870694563,486,0.0227737517676687,455,Human
BMK_5.re,1095,3980,0.0879398747951289,484,0.0227737517676687,497,Human
BMN_4.re,1096,3981,0.0879398747951281,483,0.0227737517676687,483,Human
BMQ_5.re,1076,3957,0.0,40,0.0,0,Human
BMR_2.re,1094,3983,0.0879398747951282,495,0.0227737517676686,471,Wild
BMV_2.re,1090,3984,0.0771016635089226,495,0.0,0,Wild
BNA_4.re,1086,3974,0.0,35,0.0,0,Wild
BNB_4.re,1093,3984,0.0879398747951289,464,0.0227737517676686,459,Wild
BNC_4.re,1090,3979,0.0771016337484446,498,0.0,0,Wild
BND_3.re,1089,3978,0.0771016635089226,512,0.0,0,Wild
BNE_2.re,1091,3981,0.0,41,0.0,0,Wine
BNF_4.re,1100,3988,0.0771016337484445,498,0.0,0,Wine
BNG_4.re,1093,3983,0.0879397870694559,494,0.0227737517676687,486,Wine
BNH_3.re,1101,3986,0.0879397870694556,495,0.0227737517676687,491,Wine
BNI_4.re,1098,3984,0.0771016337484447,491,0.0,0,Wine
BNK_4.re,1095,3985,0.0879397870694557,511,0.0227737517676687,482,Wine
BNL_4.re,1097,3981,0.0878973912350277,495,0.02274730562897,460,Soil
BNM_4.re,1095,3982,0.0879398429364092,494,0.0227737517676688,461,Wine
BNN_2.re,1101,3986,0.0879398747951282,486,0.0227737517676686,482,Wine
BNP_4.re,1093,3986,0.0771016337484445,499,0.0,0,Wine
BNQ_4.re,1100,3988,0.0879397870694559,494,0.0227737517676686,458,Wine
BNR_4.re,1095,3984,0.0879397870694559,483,0.0227737517676687,483,Wine
BNT_4.re,1104,3986,0.0879398747951286,497,0.0227737517676686,469,Soil
BNV_2.re,1098,3988,0.0879397870694554,510,0.0227737517676689,495,Soil
BPA_4.re,1078,3965,0.0,78,0.0,0,Soil
BPB_4.re,1095,3987,0.0879398747951289,515,0.0227737517676686,485,Wine
BPC_4.re,1098,3988,0.0771016337484446,508,0.0,0,Wine
BPF_4.re,1097,3984,0.0879398747951289,483,0.0227737517676686,486,Wild
BPG_4.re,1096,3979,0.087939874795128,508,0.0227737517676687,458,Unknown
BPH_4.re,1096,3984,0.087939787069456,478,0.0227737517676687,475,Unknown
BPI_4.re,1086,3974,0.0,111,0.0,239,Unknown
BPK_4.re,1095,3986,0.0879398747951276,461,0.0227737517676686,480,Wild
BPL_2.re,1096,3999,0.0771016635089226,481,0.0,0,Wine
BPM_4.re,1093,3983,0.0771015801617887,538,0.0,0,Wine
BPN_2.re,1086,3977,0.0,191,0.0,0,Wine
BPP_4.re,1101,3986,0.077101580161789,503,0.0,0,Wine
BPQ_4.re,1100,3989,0.087939874795128,497,0.0227737517676686,475,Wine
BPR_4.re,1096,3987,0.0879397870694559,504,0.0227737517676686,479,Wild
BPT_5.re,1099,3986,0.0879398747951289,472,0.0227737517676687,494,Wine
BPV_4.re,1100,3987,0.0879398747951289,515,0.0227737517676687,485,Wine
BQA_4.re,1101,3990,0.0879397870694559,503,0.0227737517676686,465,Wine
BQB_4.re,1103,3986,0.0879397870694544,519,0.0227737517679266,559,Wine
BQC_4.re,1098,3987,0.0879398747951286,497,0.0227737517676687,479,Distillery
BQE_4.re,1101,3987,0.0879398429364095,466,0.0227737517676687,486,Wine
BQG_4.re,1097,3987,0.0771016337484447,461,0.0,0,Wine
BQH_4.re,1094,3983,0.0771016337484447,512,0.0,0,Wine
BQI_4.re,1097,3983,0.0879398747951279,467,0.0227737517676687,500,Wine
BQM_4.re,1097,3987,0.0879398747951282,495,0.0227737517676687,495,Wine
BQN_4.re,1096,3986,0.0879397870694559,509,0.0227737517676686,486,Wine
BQP_4.re,1103,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
BQQ_4.re,1096,3986,0.087939874795128,503,0.0227737517676686,470,Wine
BQR_4.re,1095,3981,0.0878973035940936,536,0.02274730562897,471,Wild
BQS_4.re,1095,3983,0.0879398747951286,464,0.0227737517676687,475,Wine
BQT_4.re,1095,3982,0.0879398429364098,504,0.0227737517676686,461,Wine
BRA_4.re,1098,3987,0.0771016337484443,504,0.0,0,Wild
BRB_4.re,1099,3988,0.0879397870694555,494,0.0227737517676687,477,Wine
BRC_4.re,1097,3988,0.0771016337484445,498,0.0,0,Wine
BRD_4.re,1098,3989,0.0879398747951289,485,0.0227737517676686,452,Unknown
BRE_4.re,1096,3987,0.0879398429364095,466,0.0227737517676687,447,Wine
BRF_4.re,1095,3982,0.0771015801617888,523,0.0,0,Wine
BRG_4.re,1097,3997,0.0879397870694551,490,0.0227737517676687,490,Soil
BRH_4.re,1093,3984,0.0771016635089227,512,0.0,0,Wine
BRK_4.re,1097,3984,0.0879397870694557,516,0.0227737517676686,479,Industrial
BRL_4.re,1093,3993,0.0,52,0.0,81,Unknown
BRM_4.re,1097,3991,0.0879397870694556,519,0.0227737517676687,455,Distillery
BRP_4.re,1077,3937,0.0,163,0.0,128,Beer
BRQ_4.re,1068,3868,0.0,55,0.0,0,Beer
BRV_4.re,1092,3983,0.0771016337484445,483,0.0,0,Human
BSA_4.re,1098,3986,0.0879397870694559,506,0.0227737517676687,436,Wine
BSB_4.re,1103,3988,0.0879397870694554,510,0.0227737517676689,495,Wine
BSC_4.re,1099,3987,0.0879398747951282,484,0.0227737517676687,497,Wine
BSD_4.re,1098,3988,0.0771016337484445,498,0.0,0,Wine
BSE_4.re,1099,3988,0.0879397870694552,506,0.0227737517676688,452,Wine
BSG_4.re,1099,3996,0.0879397870694556,487,0.0227737517676686,471,Wine
BSI_3.re,1083,3972,0.0879398429364098,498,0.0227737517676687,451,Beer
BSK_4.re,1091,3982,0.0879398747951284,466,0.0227737517676686,494,Unknown
BSL_4.re,1102,3988,0.0879398747951278,483,0.0227737517676687,457,Wine
BSM_3.re,1097,3986,0.0879398747951282,486,0.0227737517676686,482,Wine
BSN_5.re,1098,3987,0.0879398747951289,503,0.0227737517676687,455,Wine
BSP_3.re,1101,3999,0.0879397870694559,518,0.0227737517676686,474,Wine
BSR_4.re,1100,3986,0.0879398747951284,506,0.0227737517676687,465,Wine
BSS_4.re,1092,3985,0.0879397870694559,481,0.0227737517676687,494,Wine
BST_3.re,1099,3999,0.0879397870694559,518,0.0227737517676686,474,Wine
BTA_5.re,1075,3940,0.0,161,0.0,0,Human
BTB_3.re,1077,3972,0.0,53,0.0,98,Bakery
BTC_4.re,1092,3986,0.0879397870694557,484,0.0227737517676686,491,Bakery
BTF_4.re,1084,3976,0.0,56,0.0,0,Bakery
BTG_3.re,1094,3981,0.0879398429364095,465,0.0227737517676686,468,Wild
BTH_3.re,1104,3990,0.0771016337484457,510,0.0,0,Wild
BTI_4.re,1094,3983,0.087939874795128,468,0.0227737517676687,493,Wild
BTL_3.re,1097,3989,0.0771016337484449,510,0.0,0,Wine
BTN_4.re,1103,3989,0.0879397870694549,494,0.0227737517676687,480,Wine
BTP_5.re,1092,3981,0.0879398747951289,463,0.0227737517676686,456,Wine
BTR_4.re,1096,3978,0.0879398747951285,486,0.0227737517676687,454,Wine
BTS_3.re,1092,3981,0.0879397870694557,517,0.0227737517676687,451,Sake
BTT_3.re,1094,3985,0.0879398747951282,501,0.0227737517676687,475,Distillery
BTV_5.re,1100,3985,0.0879398429364098,505,0.0227737517676686,485,Distillery
BVA_4.re,1090,3978,0.0879397870694559,524,0.0227737517676686,471,Bioethanol
BVB_6.re,1087,3982,0.0879398747951283,476,0.0227737517676687,477,Bioethanol
BVC_6.re,1092,3979,0.0879397870694554,502,0.0227737517676686,457,Bioethanol
BVD_5.re,1091,3984,0.0771016635089227,508,0.0,0,Bioethanol
BVE_4.re,1098,3986,0.087939787069455,484,0.0227737517676687,479,Bioethanol
BVF_5.re,1083,3982,0.0771016635089225,497,0.0,0,Bioethanol
BVG_4.re,1081,3978,0.0771015801617883,527,0.0,0,Bioethanol
BVH_1.re,1091,3984,0.0879398747951289,502,0.0227737517676687,474,Bioethanol
BVK_2.re,1102,3987,0.0879398747951286,456,0.0227737517676687,480,Wine
BVM_3.re,1102,3984,0.0879397870694557,482,0.0227737517676686,469,Wine
BVT_3.re,1097,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
BVV_4.re,1097,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
CAA_2.re,1093,3981,0.0879397870694559,492,0.0227737517676687,442,Wine
CAB_4.re,1096,3986,0.0879398747951283,500,0.0227737517676686,490,Wine
CAC_2.re,1097,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
CAD_4.re,1097,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
CAE_2.re,1097,3987,0.077101633748445,525,0.0,0,Wine
CAF_2.re,1097,3987,0.077101633748445,525,0.0,0,Wine
CAH_4.re,1099,3986,0.0,30,0.0,110,Wine
CAI_2.re,1098,3988,0.0879397870694559,494,0.0227737517676686,458,Wine
CAK_4.re,1093,3984,0.0771016635089227,494,0.0,0,Wine
CAL_3.re,1096,3986,0.087939874795127,460,0.0227737517676686,480,Wine
CAM_2.re,1102,3989,0.0879398747951261,487,0.0227737517676687,464,Wine
CAN_4.re,1090,3982,0.0879398747951289,481,0.0227737517676687,484,Wine
CAP_4.re,1094,3986,0.0879398747951283,500,0.0227737517676686,490,Wine
CAQ_3.re,1097,3985,0.0771016337484447,458,0.0,0,Wine
CAR_3.re,1099,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
CAS_1.re,1099,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
CAT_6.re,1100,3990,0.0879397870694555,472,0.0227737517676687,466,Wine
CAV_4.re,1097,3988,0.0879397870694559,499,0.0227737517676686,458,Wine
CBA_3.re,1100,3986,0.0,30,0.0,110,Wine
CBB_4.re,1093,3983,0.0771016635089225,512,0.0,0,Wine
CBC_6.re,1093,3984,0.0879397870694553,474,0.0227737517676686,485,Wine
CBD_6.re,1096,3988,0.0879397870694559,499,0.0227737517676686,458,Wine
CBE_5.re,1095,3980,0.087939874795129,469,0.0227737517676686,481,Wine
CBG_3.re,1102,3989,0.0879398747951289,485,0.0227737517676686,452,Wine
CBH_1.re,1100,3988,0.0879397870694559,494,0.0227737517676686,458,Wine
CBI_2.re,1099,3989,0.087939874795128,497,0.0227737517676686,475,Wine
CBK_4.re,1096,3982,0.0,63,0.0,0,Insect
CBL_2.re,1084,3979,0.0,131,0.0,143,Insect
CBM_4.re,1082,3975,0.0,145,0.0,131,Insect
CBN_5.re,1104,3989,0.0879397870694562,514,0.0227737517676686,449,Beer
CCC_3.re,1094,3991,0.0879398747951278,460,0.0227737517676687,459,Wild
CCD_4.re,1094,3991,0.0879398747951278,460,0.0227737517676687,459,Wild
CCE_6.re,1095,3995,0.0879397870694559,512,0.0227737517676686,487,Wild
CCF_6.re,1094,3991,0.0879398747951278,460,0.0227737517676687,459,Insect
CCG_4.re,1097,3994,0.087939874795129,477,0.0227737517676686,489,Wild
CCH_4.re,1099,3996,0.0879398747951289,488,0.0227737517676687,474,Insect
CCI_4.re,1096,3993,0.0879397870694558,507,0.0227737517676686,445,Insect
CCL_1.re,1094,3982,0.0879398747951287,483,0.0227737517676686,461,Wild
CCM_1.re,1103,3988,0.0879398747951278,483,0.0227737517676687,457,Wild
CCN_1.re,1098,3983,0.0879398747951285,463,0.0227737517676687,498,Wild
CCP_1.re,1098,3987,0.0879398747951279,462,0.0227737517676687,493,Wild
CCQ_1.re,1093,3986,0.0771016337484445,498,0.0,0,Wild
CCR_1.re,1098,3987,0.0879398747951279,462,0.0227737517676687,493,Wild
CCS_1.re,1098,3987,0.0879398747951279,462,0.0227737517676687,493,Wild
CCT_2.re,1098,3989,0.0879397870694556,495,0.0227737517676686,461,Wild
CCV_1.re,1101,3998,0.0879398747951276,474,0.0227737517676687,493,Wild
CDA_2.re,1099,3987,0.087939874795128,493,0.0227737517676687,476,Wild
CDB_2.re,1099,3987,0.0879398747951279,462,0.0227737517676687,493,Soil
CDC_3.re,1095,3984,0.0879398747951285,491,0.0227737517676686,449,Wild
CDD_2.re,1095,3983,0.0879397870694559,527,0.0227737517676687,479,Wild
CDE_2.re,1095,3987,0.0879398747951279,462,0.0227737517676687,493,Wild
CDF_1.re,1095,3985,0.0879398747951289,491,0.0227737517676688,481,Wild
CDG_2.re,1094,3983,0.0879398747951289,469,0.0227737517676686,453,Wine
CDH.re,1094,3984,0.0879398747951289,491,0.0227737517676688,481,Wild
CDI_1.re,1093,3984,0.0879398747951289,491,0.0227737517676688,481,Wild
CDK_4.re,1097,3988,0.0879397870694552,506,0.0227737517676688,452,Wild
CDL_3.re,1095,3987,0.0879398747951279,462,0.0227737517676687,493,Wild
CDM_4.re,1090,3979,0.0879398747951276,484,0.0227737517676687,475,Wild
CDN_4.re,1100,3996,0.0879398747951289,471,0.0227737517676686,470,Insect
CDP_3.re,1094,3979,0.0879398747951289,464,0.0227737517676686,477,Wild
CDQ_3.re,1098,3986,0.0879398429364092,468,0.0227737517676687,472,Wild
CDR_3.re,1091,3980,0.0879397870694557,521,0.0227737517676686,477,Wild
CDS_4.re,1100,3986,0.0771016337484447,483,0.0,0,Wild
CDT_2.re,1097,3996,0.0879398747951289,463,0.0227737517676687,449,Insect
CDV_4.re,1105,3989,0.0879398747951288,470,0.0227737517676687,491,Soil
CEA_4.re,1105,3988,0.087939787069456,484,0.0227737517676687,454,Soil
CEB_3.re,1102,3987,0.0771016337484445,506,0.0,0,Soil
CEC_4.re,1098,3986,0.0879398747951278,458,0.0227737517676687,474,Soil
CED_4.re,1103,3987,0.0879397870694561,503,0.0227737517676687,493,Soil
CEE_4.re,1100,3982,0.0879397870694548,515,0.0227737517676686,442,Soil
CEF_4.re,1104,3989,0.0771016337484448,481,0.0,0,Soil
CEG_4.re,1092,3976,0.0879398747951284,486,0.0227737517676687,435,Soil
CEH_4.re,1099,3984,0.0879397870694557,482,0.0227737517676686,481,Wild
CEI_2.re,1095,3983,0.0879398747951286,494,0.0227737517676686,473,Soil
CEK_4.re,1100,3989,0.0879397870694552,517,0.0227737517676686,474,Fermentation
CEL_4.re,1096,3987,0.0879398747951281,481,0.0227737517676687,476,Fermentation
CEM_2.re,1093,3986,0.0879397870694557,505,0.0227737517676687,453,Fermentation
CEN_4.re,1098,3985,0.0879398747951281,511,0.0227737517676686,488,Wild
CEP_4.re,1094,3987,0.0879397870694544,494,0.0227737517676687,453,Fermentation
CEQ_4.re,1096,3984,0.0879398747951289,473,0.0227737517676687,457,Fermentation
CER_4.re,1081,3986,0.0879398747951284,479,0.0227737517676687,471,Bakery
CES_4.re,1081,3973,0.0879397870694548,504,0.0227737517676687,477,Bakery
CET_4.re,1080,3984,0.0879398747951287,494,0.0227737517676687,462,Bakery
CEV_2.re,1096,3999,0.0858108613470646,487,0.016757225487293,469,Distillery
CFA_4.re,1095,3985,0.0879398747951289,487,0.0227737517676686,476,Wine
CFB_4.re,1097,3986,0.0879397870694565,510,0.0227737517676687,483,Wine
CFD_4.re,1074,3961,0.0,25,0.0,0,Beer
CFE_4.re,1099,3987,0.0879398747951286,456,0.0227737517676687,480,Beer
CFF_4.re,1095,3983,0.0879397870694553,511,0.0227737517676687,484,Beer
CFM_4.re,1076,3962,0.0879397870694553,517,0.022525448615259,463,Beer
CFQ_4.re,1096,3989,0.0771016635089228,507,0.0,0,Wine
CFR_3.re,1096,3980,0.0879398747951288,465,0.0227737517676687,458,Wine
CFS_4.re,1099,3984,0.0879397870694555,491,0.0227737517676688,444,Wine
CFT_5.re,1091,3984,0.0771016337484449,511,0.0,0,Wild
CFV_4.re,1099,3985,0.0879398747951289,498,0.0227737517676687,477,Wild
CGB_5.re,1099,3989,0.087939874795128,497,0.0227737517676686,475,Insect
CGD_5.re,1098,3997,0.0879397870694554,506,0.0227737517676686,471,Wild
CGE_5.re,1095,3995,0.0771016337484449,513,0.0,0,Wild
CGG_4.re,1093,3986,0.0879397870694571,500,0.0227737517676686,461,Unknown
CGH_5.re,1086,3979,0.0879398747951284,483,0.0227737517676687,465,Unknown
CGI_4.re,1089,3983,0.0830786036686986,501,0.0,0,Unknown
