,gene_numb,rxn_numb,aerobic_growth,aerobic_rxns,anaerobic_growth,anaerobic_rxns
BGA_7.re.xml,1103,4107,0.0,19,0.0,0
BGB_7.re.xml,1099,4107,0.0,88,0.0,0
BGC_8.re.xml,1095,4098,0.0,44,0.0,0
BGD_8.re.xml,1100,4102,0.0,22,0.0,0
BGE_8.re.xml,1100,4115,0.0,53,0.0,0
BGF_8.re.xml,1106,4114,0.0,35,0.0,0
BGG_8.re.xml,1103,4112,0.0,33,0.0,0
BGH_1.re.xml,1107,4115,0.0,21,0.0,0
BGI_1.re.xml,1102,4109,0.07547308670257985,514,0.022764575987316207,484
BGK_1.re.xml,1100,4111,0.0,22,0.0,0
BGL_1.re.xml,1103,4114,0.0,125,0.0,196
BGM_1.re.xml,1103,4116,0.07547311265601712,492,0.022764575987316297,448
BGN_1.re.xml,1097,4106,0.0,70,0.0,0
BGP_1.re.xml,1110,4112,0.07547303824974907,509,0.022764575987316328,496
BGQ_1.re.xml,1094,4100,0.0,75,0.0,0
BGR_1.re.xml,1098,4111,0.0,35,0.0,0
BGS_1.re.xml,1102,4113,0.0771076853179949,486,0.0,0
BGT_2.re.xml,1101,4108,0.0,112,0.0,0
BGV_2.re.xml,1104,4111,0.0,76,0.0,102
BHA_2.re.xml,1106,4111,0.07547308670257996,488,0.02276457598731634,489
BHB_2.re.xml,1120,4130,0.08794407546516589,489,0.02402463500623747,458
BHC_2.re.xml,1129,4135,0.08794416155699179,505,0.02402463500623762,449
BHD_2.re.xml,1117,4125,0.0,39,0.0,0
BHE_2.re.xml,1130,4136,0.08794416155699232,497,0.02402463500623753,485
BHF_2.re.xml,1132,4136,0.08794416155699265,481,0.024024635006237378,453
BHG_2.re.xml,1125,4133,0.0,169,0.0,99
BHH_2.re.xml,1119,4111,0.0,181,0.0,0
BHI_4.re.xml,1116,4104,0.0,84,0.0,131
BHK_4.re.xml,1119,4122,0.08794407546516589,501,0.024024635006237433,463
BHL_4.re.xml,1125,4125,0.08794407546516603,493,0.024024635006237298,489
BHM_4.re.xml,1129,4130,0.0,36,0.0,0
BHN_4.re.xml,1124,4129,0.0879441615569922,500,0.02402463500623753,453
BHP_4.re.xml,1116,4118,0.0,59,0.0,0
BHQ_4.re.xml,1116,4117,0.0,72,0.0,0
BHR_4.re.xml,1115,4120,0.0,37,0.0,0
BHS_1.re.xml,1113,4117,0.0,49,0.0,0
BHT_1.re.xml,1130,4132,0.08794407546516639,528,0.02402463500623737,454
BHV_1.re.xml,1130,4132,0.08794407546516612,498,0.024024635006237454,466
BIA_1.re.xml,1125,4129,0.08794407546516542,509,0.024024635006237353,486
BIB_1.re.xml,1124,4129,0.08794407546516542,509,0.024024635006237353,486
BIC_1.re.xml,1129,4133,0.08794416155699164,473,0.024024635006237447,469
BID_1.re.xml,1126,4131,0.0,120,0.0,130
BIE_1.re.xml,1109,4124,0.0,71,0.0,0
BIF_1.re.xml,1123,4128,0.0879441296951673,508,0.02402463500623752,449
BIG_1.re.xml,1128,4135,0.08794416155699179,505,0.02402463500623762,449
BIH_4.re.xml,1126,4130,0.08794416155699222,467,0.024024635006237426,489
BII_4.re.xml,1132,4136,0.08794407546516611,511,0.024024635006237527,486
BIK_3.re.xml,1128,4132,0.0879440754651654,536,0.024024635006237433,446
BIL_3.re.xml,1124,4128,0.08794407546516635,491,0.0240246350062376,473
BIM_3.re.xml,1124,4129,0.07710768531799547,495,0.0,0
BIN_3.re.xml,1130,4136,0.08794416155699283,479,0.02402463500623751,483
BIP_3.re.xml,1125,4129,0.08794416155699131,494,0.024024635006237555,489
BIQ_3.re.xml,1122,4130,0.07710768531799547,480,0.0,0
BIR_2.re.xml,1118,4119,0.0770691678477982,495,0.0,0
BIS_2.re.xml,1126,4135,0.07710760467706508,539,0.0,0
BIT_2.re.xml,1120,4126,0.07710768531799549,494,0.0,0
BKA_2.re.xml,1126,4130,0.08794407546516589,489,0.02402463500623747,458
BKC_1.re.xml,1128,4136,0.08794416155699283,479,0.02402463500623751,483
BKD_1.re.xml,1122,4130,0.0879441615569925,466,0.0240246350062375,445
BKE_1.re.xml,1130,4136,0.08794407546516611,511,0.024024635006237527,486
BKF_3.re.xml,1123,4126,0.0,81,0.0,143
BKG_3.re.xml,1118,4126,0.08794412943854181,475,0.024024635006237503,485
BKH_1.re.xml,1128,4132,0.0879440754651654,494,0.024024635006237485,480
BKI_2.re.xml,1124,4133,0.08794416155699193,509,0.024024635006237454,472
BKK_2.re.xml,1127,4133,0.08794416155699267,480,0.024024635006237555,455
BKL_1.re.xml,1130,4133,0.08794416155699267,480,0.024024635006237555,455
BKM_1.re.xml,1126,4132,0.0,104,0.0,219
BKN_2.re.xml,1126,4135,0.07710768531799587,473,0.0,0
BKP_1.re.xml,1127,4131,0.0,46,0.0,0
BKQ_2.re.xml,1133,4138,0.08794416155699158,508,0.02402463500623749,471
BKR_1.re.xml,1124,4131,0.07710768531799543,512,0.0,0
BKS_1.re.xml,1126,4130,0.08794416155699297,499,0.024024635006237523,470
BKT_2.re.xml,1127,4132,0.07710768531799529,471,0.0,0
BLA_4.re.xml,1126,4133,0.08794416155699267,480,0.024024635006237555,455
BLB_4.re.xml,1135,4136,0.08794407546516583,519,0.024024635006237485,463
BLC_4.re.xml,1124,4128,0.0,44,0.0,0
BLD_3.re.xml,1126,4132,0.07710765555286857,485,0.0,0
BLE_2.re.xml,1125,4129,0.0879440754651663,549,0.024024635006237482,472
BLF_2.re.xml,1134,4133,0.08790167385593795,537,0.0239981697173209,478
BLG_1.re.xml,1126,4131,0.07710768531799528,490,0.0,0
BLH_1.re.xml,1125,4133,0.08794407546516607,510,0.024024635006237444,461
BLI_3.re.xml,1129,4135,0.07710768531799488,500,0.0,0
BLK_2.re.xml,1129,4126,0.08794416155699235,481,0.024024635006237458,453
BLL_1.re.xml,1121,4126,0.0,55,0.0,154
BLM_3.re.xml,1124,4129,0.0,66,0.0,190
BLN_2.re.xml,1128,4130,0.077107601957839,527,0.0,0
BLP_5.re.xml,1128,4131,0.07710765555286876,520,0.0,0
BLQ_1.re.xml,1124,4131,0.07710768531799551,513,0.0,0
BLR_3.re.xml,1125,4128,0.07706916784779906,506,0.0,0
BLS_5.re.xml,1128,4134,0.07710768531799526,486,0.0,0
BLT_2.re.xml,1134,4133,0.0,35,0.0,0
BLV_3.re.xml,1129,4132,0.08794416155699233,472,0.024024635006237447,478
BMA_2.re.xml,1121,4122,0.0,22,0.0,0
BMB_1.re.xml,1116,4120,0.0,56,0.0,0
BMC_1.re.xml,1118,4122,0.0,22,0.0,0
BMD_5.re.xml,1110,4123,0.0,59,0.0,0
BMF_1.re.xml,1105,4117,0.0,78,0.0,0
BMG_2.re.xml,1107,4088,0.0,42,0.0,0
BMH_5.re.xml,1129,4133,0.08794407546516607,510,0.024024635006237444,461
BMI_4.re.xml,1129,4133,0.08794407546516607,510,0.024024635006237444,461
BMK_5.re.xml,1123,4128,0.08794407546516579,510,0.024024635006237485,447
BMN_4.re.xml,1122,4128,0.08794407546516603,495,0.02402463500623737,477
BMQ_5.re.xml,1101,4106,0.0,57,0.0,0
BMR_2.re.xml,1103,4105,0.0,22,0.0,0
BMV_2.re.xml,1101,4113,0.0,42,0.0,0
BNA_4.re.xml,1100,4106,0.0,95,0.0,0
BNB_4.re.xml,1106,4115,0.0,22,0.0,0
BNC_4.re.xml,1102,4112,0.0,62,0.0,0
BND_3.re.xml,1105,4111,0.0,92,0.0,0
BNE_2.re.xml,1120,4129,0.0,61,0.0,0
BNF_4.re.xml,1130,4136,0.07710768531799544,483,0.0,0
BNG_4.re.xml,1120,4129,0.0,164,0.0,213
BNH_3.re.xml,1128,4130,0.08794407546516611,502,0.024024635006237454,490
BNI_4.re.xml,1126,4132,0.07710768531799506,482,0.0,0
BNK_4.re.xml,1124,4133,0.08794412969516756,504,0.024024635006237433,438
BNL_4.re.xml,1126,4129,0.08790158784727926,535,0.02399816971732091,472
BNM_4.re.xml,1125,4130,0.08794416155699229,481,0.024024635006237565,485
BNN_2.re.xml,1131,4134,0.08794407546516358,512,0.02402463500623751,484
BNP_4.re.xml,1120,4128,0.0,113,0.0,0
BNQ_4.re.xml,1128,4136,0.08794407546516611,511,0.024024635006237527,486
BNR_4.re.xml,1122,4132,0.08794412969516723,482,0.024024635006237475,472
BNT_4.re.xml,1131,4127,0.08794407546516571,525,0.024024635006237454,475
BNV_2.re.xml,1127,4133,0.0879440754651664,521,0.024024635006237405,479
BPA_4.re.xml,1102,4109,0.0,92,0.0,0
BPB_4.re.xml,1123,4135,0.08794407546516611,511,0.024024635006237485,466
BPC_4.re.xml,1123,4132,0.0,44,0.0,0
BPF_4.re.xml,1125,4129,0.08794416155699265,497,0.024024635006237454,465
BPG_4.re.xml,1122,4123,0.08794416155699221,478,0.02402463500623746,497
BPH_4.re.xml,1122,4128,0.08794412969516645,468,0.024024635006237433,445
BPI_4.re.xml,1110,4118,0.0,32,0.0,0
BPK_4.re.xml,1124,4133,0.0,135,0.0,133
BPL_2.re.xml,1118,4145,0.0,206,0.0,0
BPM_4.re.xml,1124,4132,0.07710768531799507,485,0.0,0
BPN_2.re.xml,1105,4120,0.0,40,0.0,0
BPP_4.re.xml,1129,4130,0.0771076853179953,521,0.0,0
BPQ_4.re.xml,1126,4115,0.08794416155699265,471,0.02402463500623758,449
BPR_4.re.xml,1121,4130,0.08794412969516723,504,0.02402463500623744,485
BPT_5.re.xml,1128,4132,0.08794416155699193,487,0.02402463500623748,468
BPV_4.re.xml,1132,4135,0.08794407546516611,511,0.024024635006237496,456
BQA_4.re.xml,1125,4114,0.08794416155699265,473,0.024024635006237444,449
BQB_4.re.xml,1125,4128,0.08794407546516408,492,0.024024635006237582,429
BQC_4.re.xml,1127,4133,0.08794407546516635,505,0.024024635006237537,484
BQE_4.re.xml,1126,4129,0.08794416155699253,468,0.024024635006237475,476
BQG_4.re.xml,1126,4133,0.07710768531799546,475,0.0,0
BQH_4.re.xml,1122,4129,0.07710760467706546,527,0.0,0
BQI_4.re.xml,1123,4129,0.08794416155699322,528,0.024024635006237607,464
BQM_4.re.xml,1125,4133,0.08794416155699165,460,0.024024635006237534,450
BQN_4.re.xml,1120,4109,0.08794407382276694,481,0.024024635006237454,476
BQP_4.re.xml,1132,4138,0.08794416155699267,482,0.024024635006237485,446
BQQ_4.re.xml,1125,4128,0.08794407546516603,501,0.024024635006237437,479
BQR_4.re.xml,1126,4131,0.08790158784727975,510,0.02399816971732089,477
BQS_4.re.xml,1120,4129,0.08794416155699189,460,0.02402463500623756,481
BQT_4.re.xml,1124,4132,0.08794407546516607,505,0.02402463500623744,454
BRA_4.re.xml,1129,4136,0.07710768531799532,495,0.0,0
BRB_4.re.xml,1128,4136,0.08794407546516611,491,0.024024635006237385,485
BRC_4.re.xml,1123,4114,0.0771076046770656,524,0.0,0
BRD_4.re.xml,1126,4137,0.08794407546516633,507,0.024024635006237485,466
BRE_4.re.xml,1125,4131,0.08794407546516565,508,0.024024635006237485,498
BRF_4.re.xml,1125,4129,0.0,80,0.0,0
BRG_4.re.xml,1120,4124,0.0,75,0.0,0
BRH_4.re.xml,1115,4122,0.0,67,0.0,0
BRK_4.re.xml,1056,4037,0.0,22,0.0,0
BRL_4.re.xml,1120,4127,0.0,39,0.0,104
BRM_4.re.xml,1121,4134,0.08794412969516673,491,0.024024635006237645,450
BRP_4.re.xml,1100,4081,0.0,40,0.0,111
BRQ_4.re.xml,1095,4014,0.0,59,0.0,0
BRV_4.re.xml,1109,4117,0.0,93,0.0,0
BSA_4.re.xml,1125,4128,0.08794412969516664,507,0.024024635006237447,465
BSB_4.re.xml,1133,4136,0.08794412969516754,469,0.02402463500623749,459
BSC_4.re.xml,1130,4135,0.08794416155699297,485,0.024024635006237527,456
BSD_4.re.xml,1126,4131,0.0,44,0.0,0
BSE_4.re.xml,1130,4132,0.08794407546516606,521,0.024024635006237447,474
BSG_4.re.xml,1126,4130,0.08794407546516562,494,0.02402463500623752,481
BSI_3.re.xml,1108,4119,0.08794407382276669,496,0.024024635006237537,454
BSK_4.re.xml,1116,4126,0.0,22,0.0,0
BSL_4.re.xml,1128,4135,0.08794412969516756,500,0.02402463500623744,473
BSM_3.re.xml,1126,4133,0.0,86,0.0,229
BSN_5.re.xml,1128,4130,0.0,159,0.0,221
BSP_3.re.xml,1125,4112,0.08794412943854149,513,0.02402463500623757,491
BSR_4.re.xml,1126,4133,0.08794407382276655,520,0.024024635006237534,469
BSS_4.re.xml,1119,4127,0.08794412969516706,493,0.024024635006237475,462
BST_3.re.xml,1128,4136,0.08794407546516611,511,0.024024635006237527,486
BTA_5.re.xml,1104,4086,0.0,144,0.0,0
BTB_3.re.xml,1101,4116,0.0,89,0.0,112
BTC_4.re.xml,1119,4128,0.08794416155699253,505,0.02402463500623757,481
BTF_4.re.xml,1112,4124,0.0,63,0.0,0
BTG_3.re.xml,1123,4122,0.0754730867025796,491,0.02276457598731622,481
BTH_3.re.xml,1129,4132,0.07710765555286855,474,0.0,0
BTI_4.re.xml,1121,4126,0.07547311265601601,514,0.02276457598731623,505
BTL_3.re.xml,1126,4131,0.07710768531799506,500,0.0,0
BTN_4.re.xml,1131,4137,0.08794407546516635,517,0.02402463500623756,440
BTP_5.re.xml,1121,4128,0.08794416155699236,465,0.0240246350062375,464
BTR_4.re.xml,1125,4125,0.0879441615569926,494,0.024024635006237433,464
BTS_3.re.xml,1118,4123,0.0,51,0.0,0
BTT_3.re.xml,1118,4127,0.0,228,0.0,133
BTV_5.re.xml,1121,4124,0.0,69,0.0,174
BVA_4.re.xml,1113,4124,0.0,179,0.0,162
BVB_6.re.xml,1107,4123,0.0,162,0.0,204
BVC_6.re.xml,1123,4127,0.08794416155699206,493,0.024024635006237485,487
BVD_5.re.xml,1115,4124,0.07710768531799547,504,0.0,0
BVE_4.re.xml,1123,4127,0.0,59,0.0,201
BVF_5.re.xml,1105,4122,0.0,38,0.0,0
BVG_4.re.xml,1104,4120,0.0,42,0.0,0
BVH_1.re.xml,1119,4123,0.0,69,0.0,182
BVK_2.re.xml,1130,4131,0.08794407546516575,528,0.024024635006237475,452
BVM_3.re.xml,1130,4132,0.08794407546516612,498,0.024024635006237454,466
BVT_3.re.xml,1122,4130,0.08794407382276699,511,0.024024635006237447,467
BVV_4.re.xml,1121,4128,0.08794407382276709,478,0.024024635006237294,468
CAA_2.re.xml,1114,4122,0.08794407382276542,498,0.024024635006237326,525
CAB_4.re.xml,1119,4128,0.0,117,0.0,142
CAC_2.re.xml,1120,4130,0.08794407382276699,511,0.024024635006237447,467
CAD_4.re.xml,1120,4129,0.0,158,0.0,190
CAE_2.re.xml,1121,4131,0.07710768531799544,499,0.0,0
CAF_2.re.xml,1126,4131,0.07710768531799544,499,0.0,0
CAH_4.re.xml,1124,4129,0.0,61,0.0,65
CAI_2.re.xml,1125,4135,0.08794407382276696,510,0.024024635006237485,482
CAK_4.re.xml,1121,4127,0.0,185,0.0,0
CAL_3.re.xml,1125,4134,0.08794412969516703,510,0.02402463500623748,466
CAM_2.re.xml,1127,4134,0.0,188,0.0,273
CAN_4.re.xml,1118,4129,0.08794407382276709,523,0.024024635006237454,473
CAP_4.re.xml,1116,4128,0.0,117,0.0,142
CAQ_3.re.xml,1121,4130,0.07710768531799543,489,0.0,0
CAR_3.re.xml,1125,4133,0.08794416155699204,494,0.02402463500623745,481
CAS_1.re.xml,1125,4131,0.08794407382276709,515,0.024024635006237447,472
CAT_6.re.xml,1123,4132,0.0,153,0.0,156
CAV_4.re.xml,1120,4130,0.0,175,0.0,260
CBA_3.re.xml,1124,4129,0.0,61,0.0,65
CBB_4.re.xml,1118,4130,0.07710765555286855,505,0.0,0
CBC_6.re.xml,1118,4125,0.0,97,0.0,0
CBD_6.re.xml,1121,4130,0.0,175,0.0,260
CBE_5.re.xml,1122,4127,0.08794416155699183,489,0.02402463500623759,431
CBG_3.re.xml,1132,4133,0.08794416155699265,496,0.024024635006237523,492
CBH_1.re.xml,1130,4130,0.08794416155699201,496,0.024024635006237458,469
CBI_2.re.xml,1126,4114,0.08794416155699265,488,0.024024635006237437,492
CBK_4.re.xml,1120,4125,0.0,31,0.0,0
CBL_2.re.xml,1105,4119,0.0,54,0.0,0
CBM_4.re.xml,1105,4117,0.0,59,0.0,0
CBN_5.re.xml,1131,4114,0.08794416155699268,482,0.024024635006237485,468
CCC_3.re.xml,1117,4119,0.0,63,0.0,0
CCD_4.re.xml,1113,4118,0.0,32,0.0,0
CCE_6.re.xml,1118,4123,0.0,72,0.0,0
CCF_6.re.xml,1116,4119,0.0,63,0.0,0
CCG_4.re.xml,1120,4124,0.0,48,0.0,0
CCH_4.re.xml,1122,4124,0.0,48,0.0,0
CCI_4.re.xml,1121,4123,0.0,48,0.0,0
CCL_1.re.xml,1122,4122,0.07547311265601656,522,0.022764575987316186,494
CCM_1.re.xml,1128,4114,0.08794412969516723,509,0.024024635006237412,451
CCN_1.re.xml,1123,4121,0.0,56,0.0,0
CCP_1.re.xml,1123,4126,0.0,58,0.0,0
CCQ_1.re.xml,1118,4123,0.0,57,0.0,0
CCR_1.re.xml,1123,4124,0.0,50,0.0,0
CCS_1.re.xml,1121,4126,0.0,58,0.0,0
CCT_2.re.xml,1122,4125,0.0,70,0.0,0
CCV_1.re.xml,1125,4137,0.0,32,0.0,0
CDA_2.re.xml,1125,4132,0.0,29,0.0,0
CDB_2.re.xml,1124,4126,0.0,58,0.0,0
CDC_3.re.xml,1121,4125,0.075473112656017,466,0.022764575987316286,469
CDD_2.re.xml,1126,4122,0.07547311265601703,506,0.02276457598731633,494
CDE_2.re.xml,1125,4130,0.07547303824974909,513,0.022764575987316245,460
CDF_1.re.xml,1121,4122,0.0,166,0.0,0
CDG_2.re.xml,1118,4120,0.0,49,0.0,0
CDH.re.xml,1122,4122,0.0,166,0.0,0
CDI_1.re.xml,1120,4122,0.0,166,0.0,0
CDK_4.re.xml,1117,4131,0.0,32,0.0,0
CDL_3.re.xml,1117,4121,0.0,22,0.0,0
CDM_4.re.xml,1109,4121,0.0,98,0.0,156
CDN_4.re.xml,1116,4117,0.0,35,0.0,0
CDP_3.re.xml,1114,4116,0.0,63,0.0,0
CDQ_3.re.xml,1118,4121,0.0,27,0.0,0
CDR_3.re.xml,1118,4128,0.08794416155699203,473,0.024024635006237485,495
CDS_4.re.xml,1131,4134,0.07710760467706515,506,0.0,0
CDT_2.re.xml,1064,4057,0.0,38,0.0,0
CDV_4.re.xml,1134,4134,0.08794407546516614,508,0.024024635006237485,488
CEA_4.re.xml,1135,4134,0.08794416155699133,486,0.024024635006237374,466
CEB_3.re.xml,1133,4135,0.07710765555286725,498,0.0,0
CEC_4.re.xml,1128,4134,0.08794407546516611,493,0.024024635006237412,477
CED_4.re.xml,1130,4132,0.08794407546516611,471,0.024024635006237527,449
CEE_4.re.xml,1129,4130,0.08794412969516723,494,0.024024635006237464,487
CEF_4.re.xml,1135,4134,0.07710760467706525,534,0.0,0
CEG_4.re.xml,1108,4099,0.0,90,0.0,0
CEH_4.re.xml,1123,4123,0.0,56,0.0,0
CEI_2.re.xml,1108,4102,0.0,38,0.0,0
CEK_4.re.xml,1125,4130,0.0,33,0.0,0
CEL_4.re.xml,1120,4126,0.0,76,0.0,0
CEM_2.re.xml,1116,4123,0.0,38,0.0,0
CEN_4.re.xml,1120,4128,0.07547311265601812,486,0.02276457598731626,475
CEP_4.re.xml,1118,4126,0.0,22,0.0,0
CEQ_4.re.xml,1119,4127,0.0,74,0.0,0
CER_4.re.xml,1104,4111,0.0754730382497497,495,0.022764575987316214,458
CES_4.re.xml,1104,4110,0.07547311265601704,506,0.022764575987316245,467
CET_4.re.xml,1100,4107,0.0,70,0.0,197
CEV_2.re.xml,1115,4127,0.0,65,0.0,0
CFA_4.re.xml,1118,4113,0.0,32,0.0,0
CFB_4.re.xml,1125,4133,0.0,166,0.0,138
CFD_4.re.xml,1103,4106,0.0,19,0.0,0
CFE_4.re.xml,1128,4131,0.08794407546516575,528,0.024024635006237475,452
CFF_4.re.xml,1126,4126,0.0,68,0.0,215
CFM_4.re.xml,1103,4106,0.08794412969516709,517,0.023781587777508103,494
CFQ_4.re.xml,1124,4135,0.07710768531799547,494,0.0,0
CFR_3.re.xml,1124,4127,0.08794407546516587,521,0.024024635006237423,474
CFS_4.re.xml,1128,4128,0.08794416155699177,501,0.024024635006237385,473
CFT_5.re.xml,1115,4110,0.07710768531799563,478,0.0,0
CFV_4.re.xml,1124,4129,0.08794407546516608,480,0.024024635006237405,483
CGB_5.re.xml,1118,4106,0.0,52,0.0,0
CGD_5.re.xml,1054,4050,0.0,29,0.0,0
CGE_5.re.xml,1050,4048,0.0,74,0.0,0
CGG_4.re.xml,1117,4125,0.0,55,0.0,0
CGH_5.re.xml,1110,4118,0.0,109,0.0,0
CGI_4.re.xml,1113,4123,0.0,42,0.0,0
CGK_4.re.xml,1118,4125,0.0,43,0.0,0
CGL_4.re.xml,1109,4120,0.0,99,0.0,0
CGN_5.re.xml,1113,4123,0.0,46,0.0,0
CGP_5.re.xml,1107,4119,0.0,22,0.0,0
CGQ_4.re.xml,1116,4124,0.0,75,0.0,0
CGR_5.re.xml,1116,4125,0.0,40,0.0,0
CGS_5.re.xml,1127,4132,0.08794407546516649,487,0.02402463500623743,465
CGT_5.re.xml,1125,4132,0.0,160,0.0,0
CGV_3.re.xml,1126,4127,0.08794416155699203,478,0.02402463500623754,486
CHA_4.re.xml,1125,4122,0.08794412969516723,461,0.024024635006237523,492
CHB_4.re.xml,1121,4112,0.08794407382276676,494,0.024024635006237485,464
CHC_4.re.xml,1128,4134,0.08794407546516618,478,0.024024635006237367,457
CHD_3.re.xml,1121,4114,0.0771076046770656,524,0.0,0
CHE_4.re.xml,1130,4134,0.0,132,0.0,152
CHF_4.re.xml,1121,4124,0.0,156,0.0,113
CHG_4.re.xml,1110,4122,0.0,54,0.0,0
CHH_4.re.xml,1112,4125,0.07710768531799528,477,0.0,0
CHI_4.re.xml,1115,4123,0.07676353957228803,509,0.0,0
CHK_4.re.xml,1100,4108,0.0,70,0.0,0
CHL_4.re.xml,1118,4123,0.08596065699684285,472,0.024024635006237513,470
CHM_4.re.xml,1118,4129,0.0,34,0.0,0
CHN_4.re.xml,1108,4120,0.0,45,0.0,0
CHP_4.re.xml,1108,4108,0.0,51,0.0,0
CHQ_4.re.xml,1109,4123,0.0,127,0.0,0
CHR_4.re.xml,1106,4122,0.0,41,0.0,0
CHS_4.re.xml,1117,4122,0.0,40,0.0,0
CHT_4.re.xml,1120,4122,0.0,40,0.0,0
CHV_4.re.xml,1117,4123,0.0,122,0.0,194
CIA_4.re.xml,1121,4127,0.0,154,0.0,0
CIB_4.re.xml,1125,4129,0.08794407546516611,523,0.024024635006237482,479
CIC_4.re.xml,1113,4123,0.08794416155699326,486,0.024024635006237482,466
CID_4.re.xml,1107,4113,0.0,47,0.0,0
CIE_4.re.xml,1113,4115,0.07547311265601805,497,0.02276457598731624,472
CIF_2.re.xml,1108,4121,0.08794416155699243,508,0.02402463500623751,478
CIG_2.re.xml,1111,4119,0.0,71,0.0,105
CIH_2.re.xml,1112,4117,0.0,75,0.0,0
CII_2.re.xml,1109,4109,0.0,61,0.0,0
CIK_2.re.xml,1109,4124,0.0,76,0.0,0
CIL_2.re.xml,1115,4121,0.0,118,0.0,86
CIM_2.re.xml,1128,4131,0.08794407546516608,494,0.02402463500623745,466
CIN_2.re.xml,1128,4132,0.0879440754651642,493,0.024024635006237444,470
CIP_2.re.xml,1126,4130,0.08794416155699265,470,0.024024635006237475,461
CIQ_2.re.xml,1125,4130,0.08794416155699265,470,0.024024635006237475,461
CIR_3.re.xml,1128,4130,0.08794416155699265,470,0.024024635006237475,461
CIS_3.re.xml,1128,4131,0.08794416155699297,513,0.024024635006237527,471
CIT_3.re.xml,1127,4131,0.08794416155699297,513,0.024024635006237527,471
CIV_3.re.xml,1125,4128,0.08794407546516603,495,0.02402463500623737,477
CKA_3.re.xml,1115,4119,0.08790164202489456,520,0.023998169717320873,473
CKB_3.re.xml,1125,4128,0.08794407546516603,495,0.02402463500623737,477
CKC_3.re.xml,1129,4132,0.0879440754651642,493,0.024024635006237444,470
CKD_3.re.xml,1122,4128,0.08794407546516603,495,0.02402463500623737,477
CKE_3.re.xml,1129,4131,0.08794416155699297,513,0.024024635006237527,471
CKF_3.re.xml,1125,4129,0.0879441615569922,500,0.02402463500623753,453
CKG_4.re.xml,1125,4131,0.08794416155699297,513,0.024024635006237527,471
CKH_4.re.xml,1123,4127,0.07710765555286864,509,0.0,0
CKI_4.re.xml,1125,4130,0.08794416155699265,470,0.024024635006237475,461
CKL_4.re.xml,1126,4129,0.0879441615569922,500,0.02402463500623753,453
CKM_4.re.xml,1125,4128,0.08794407546516603,495,0.02402463500623737,477
CKN_4.re.xml,1110,4120,0.07710768531799525,509,0.0,0
CKP_4.re.xml,1127,4129,0.0879441615569922,500,0.02402463500623753,453
CKQ_4.re.xml,1126,4130,0.08794416155699265,470,0.024024635006237475,461
CKR_1.re.xml,1122,4124,0.0,30,0.0,0
CKT_5.re.xml,1124,4128,0.08794407546516603,495,0.02402463500623737,477
CKV_5.re.xml,1100,4112,0.0,159,0.0,0
CLB_5.re.xml,1125,4127,0.07547311265601782,493,0.022764575987316273,459
CLC_4.re.xml,1127,4127,0.07547308670258017,497,0.022764575987316286,470
CLD_5.re.xml,1123,4121,0.0754730867025796,495,0.0227645759873163,458
CLG_4.re.xml,1109,4132,0.0,41,0.0,0
CLH_4.re.xml,1134,4133,0.08794416155699222,504,0.024024635006237447,477
CLI_4.re.xml,1117,4123,0.0,35,0.0,0
CLK_4.re.xml,1113,4120,0.0,22,0.0,0
CLL_4.re.xml,1117,4121,0.0,33,0.0,0
CLM_4.re.xml,1110,4120,0.0,31,0.0,0
CLN_4.re.xml,1112,4121,0.0,42,0.0,0
CLP_4.re.xml,1116,4120,0.0,22,0.0,0
CLQ_4.re.xml,1116,4126,0.0,39,0.0,0
CLR_4.re.xml,1120,4125,0.0,37,0.0,0
CLS_4.re.xml,1113,4120,0.0,22,0.0,0
CLT_5.re.xml,1122,4121,0.0,33,0.0,0
CLV_5.re.xml,1119,4121,0.0,33,0.0,0
CMB_6.re.xml,1114,4120,0.0,32,0.0,0
CMC_6.re.xml,1116,4120,0.0,22,0.0,0
CMD_6.re.xml,1118,4121,0.0,22,0.0,0
CME_6.re.xml,1116,4125,0.0,37,0.0,0
CMF_6.re.xml,1121,4127,0.0,28,0.0,0
CMH_6.re.xml,1113,4124,0.0,31,0.0,0
CMI_6.re.xml,1111,4124,0.0,31,0.0,0
CMK_6.re.xml,1118,4123,0.0,117,0.0,0
CML_8.re.xml,1117,4121,0.0,33,0.0,0
CMM_8.re.xml,1116,4121,0.0,33,0.0,0
CMN_8.re.xml,1115,4123,0.0,29,0.0,0
CMP_8.re.xml,1117,4117,0.0,62,0.0,0
CMQ_8.re.xml,1120,4120,0.0,34,0.0,0
CMS_8.re.xml,1118,4123,0.0,55,0.0,0
CMT_8.re.xml,1117,4122,0.0,149,0.0,220
CNB_4.re.xml,1104,4117,0.0,75,0.0,0
CNC_4.re.xml,1106,4115,0.0,72,0.0,0
CNE_4.re.xml,1111,4122,0.0,168,0.0,0
CNF_4.re.xml,1115,4123,0.0,23,0.0,0
CNG_4.re.xml,1118,4125,0.08794416155699018,482,0.024024635006237426,475
CNH_4.re.xml,1114,4119,0.08794416155699235,504,0.024024635006237485,489
CNI_4.re.xml,1105,4114,0.0,124,0.0,173
CNK_4.re.xml,1110,4118,0.0,71,0.0,0
CNL_4.re.xml,1107,4120,0.0,61,0.0,0
CNM_1.re.xml,1110,4116,0.08790158620646592,532,0.023998169717320984,477
CNN_1.re.xml,1105,4121,0.0,139,0.0,126
