file                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
GCA_003272065.1_ASM327206v1_genomic.fa                           FASTA   Protein     5,758  2,743,839       31    476.5    4,903
GCA_003272075.1_ASM327207v1_genomic.fa                           FASTA   Protein     5,748  2,744,654       31    477.5    4,910
GCA_003272165.1_ASM327216v1_genomic.fa                           FASTA   Protein     5,744  2,739,996       31      477    4,910
GCA_003272175.1_ASM327217v1_genomic.fa                           FASTA   Protein     5,804  2,757,039       31      475    4,910
GCA_003272185.1_ASM327218v1_genomic.fa                           FASTA   Protein     5,758  2,744,901       31    476.7    4,910
GCA_003272195.1_ASM327219v1_genomic.fa                           FASTA   Protein     5,782  2,748,034       31    475.3    4,910
GCA_003272285.1_ASM327228v1_genomic.fa                           FASTA   Protein     5,785  2,750,357       31    475.4    4,910
GCA_003272295.1_ASM327229v1_genomic.fa                           FASTA   Protein     5,743  2,740,444       31    477.2    4,910
GCA_003272305.1_ASM327230v1_genomic.fa                           FASTA   Protein     5,740  2,741,681       31    477.6    4,910
GCA_003272315.1_ASM327231v1_genomic.fa                           FASTA   Protein     5,722  2,741,815       31    479.2    4,910
GCA_003272405.1_ASM327240v1_genomic.fa                           FASTA   Protein     5,704  2,739,133       31    480.2    4,910
GCA_003272415.1_ASM327241v1_genomic.fa                           FASTA   Protein     5,743  2,742,697       31    477.6    4,903
GCA_003272425.1_ASM327242v1_genomic.fa                           FASTA   Protein     5,779  2,747,034       31    475.3    4,910
GCA_003272445.1_ASM327244v1_genomic.fa                           FASTA   Protein     5,750  2,744,064       31    477.2    4,910
GCA_003272525.1_ASM327252v1_genomic.fa                           FASTA   Protein     5,767  2,751,523       31    477.1    4,910
GCA_003272535.1_ASM327253v1_genomic.fa                           FASTA   Protein     5,733  2,742,096       31    478.3    4,910
GCA_003272575.1_ASM327257v1_genomic.fa                           FASTA   Protein     5,776  2,749,914       31    476.1    4,903
GCA_003272595.1_ASM327259v1_genomic.fa                           FASTA   Protein     5,751  2,743,680       31    477.1    4,903
GCA_003272625.1_ASM327262v1_genomic.fa                           FASTA   Protein     5,779  2,752,243       31    476.2    4,903
GCA_003272665.1_ASM327266v1_genomic.fa                           FASTA   Protein     5,767  2,749,275       31    476.7    4,878
GCA_003272705.1_ASM327270v1_genomic.fa                           FASTA   Protein     5,736  2,735,483       31    476.9    4,903
GCA_003272715.1_ASM327271v1_genomic.fa                           FASTA   Protein     5,770  2,754,113       31    477.3    4,903
GCA_003272725.1_ASM327272v1_genomic.fa                           FASTA   Protein     5,747  2,745,430       31    477.7    4,903
GCA_003272755.1_ASM327275v1_genomic.fa                           FASTA   Protein     5,751  2,743,544       31    477.1    4,903
GCA_003272815.1_ASM327281v1_genomic.fa                           FASTA   Protein     5,752  2,745,011       31    477.2    4,903
GCA_003272835.1_ASM327283v1_genomic.fa                           FASTA   Protein     5,745  2,745,457       31    477.9    4,903
GCA_003272855.1_ASM327285v1_genomic.fa                           FASTA   Protein     5,756  2,749,942       31    477.8    4,903
GCA_003272905.1_ASM327290v1_genomic.fa                           FASTA   Protein     5,748  2,738,630       31    476.4    4,910
GCA_003272925.1_ASM327292v1_genomic.fa                           FASTA   Protein     5,737  2,735,137       31    476.8    4,910
GCA_003272945.1_ASM327294v1_genomic.fa                           FASTA   Protein     5,248  2,504,437       31    477.2    4,092
GCA_003272975.1_ASM327297v1_genomic.fa                           FASTA   Protein     5,781  2,753,706       31    476.3    4,910
GCA_003273025.1_ASM327302v1_genomic.fa                           FASTA   Protein     5,729  2,730,105       31    476.5    4,910
GCA_003273035.1_ASM327303v1_genomic.fa                           FASTA   Protein     5,723  2,728,684       31    476.8    4,910
GCA_003273045.1_ASM327304v1_genomic.fa                           FASTA   Protein     5,762  2,738,384       31    475.2    4,910
GCA_003273075.1_ASM327307v1_genomic.fa                           FASTA   Protein     5,750  2,732,000       31    475.1    4,910
GCA_003273145.1_ASM327314v1_genomic.fa                           FASTA   Protein     5,835  2,777,275       31      476    4,903
GCA_003273155.1_ASM327315v1_genomic.fa                           FASTA   Protein     5,751  2,734,258       31    475.4    4,910
GCA_003273165.1_ASM327316v1_genomic.fa                           FASTA   Protein     5,807  2,764,191       31      476    4,903
GCA_003273175.1_ASM327317v1_genomic.fa                           FASTA   Protein     5,480  2,597,437       32      474    4,871
GCA_003273265.1_ASM327326v1_genomic.fa                           FASTA   Protein     5,805  2,758,920       31    475.3    4,903
GCA_003273275.1_ASM327327v1_genomic.fa                           FASTA   Protein     5,791  2,755,093       31    475.8    4,903
GCA_003273285.1_ASM327328v1_genomic.fa                           FASTA   Protein     5,800  2,756,873       31    475.3    4,903
GCA_003273295.1_ASM327329v1_genomic.fa                           FASTA   Protein     5,777  2,751,077       31    476.2    4,903
GCA_003273385.1_ASM327338v1_genomic.fa                           FASTA   Protein     5,815  2,757,753       31    474.2    4,910
GCA_003273395.1_ASM327339v1_genomic.fa                           FASTA   Protein     5,809  2,758,777       31    474.9    4,910
GCA_003273405.1_ASM327340v1_genomic.fa                           FASTA   Protein     5,778  2,752,718       31    476.4    4,910
GCA_003273415.1_ASM327341v1_genomic.fa                           FASTA   Protein     5,781  2,751,958       31      476    4,910
GCA_003273495.1_ASM327349v1_genomic.fa                           FASTA   Protein     5,729  2,739,359       31    478.2    4,910
GCA_003273535.1_ASM327353v1_genomic.fa                           FASTA   Protein     5,752  2,744,805       31    477.2    4,910
GCA_003273555.1_ASM327355v1_genomic.fa                           FASTA   Protein     5,830  2,760,723       31    473.5    4,910
GCA_003273575.1_ASM327357v1_genomic.fa                           FASTA   Protein     5,739  2,742,610       31    477.9    4,903
GCA_003273585.1_ASM327358v1_genomic.fa                           FASTA   Protein     5,779  2,745,801       31    475.1    4,910
GCA_003273625.1_ASM327362v1_genomic.fa                           FASTA   Protein     5,763  2,740,025       31    475.5    4,910
GCA_003273685.1_ASM327368v1_genomic.fa                           FASTA   Protein     5,750  2,744,792       31    477.4    4,910
GCA_003273695.1_ASM327369v1_genomic.fa                           FASTA   Protein     5,801  2,758,446       31    475.5    4,910
GCA_003273705.1_ASM327370v1_genomic.fa                           FASTA   Protein     5,761  2,745,857       31    476.6    4,910
GCA_003273725.1_ASM327372v1_genomic.fa                           FASTA   Protein     5,784  2,753,714       31    476.1    4,903
GCA_003273805.1_ASM327380v1_genomic.fa                           FASTA   Protein     5,731  2,743,402       31    478.7    4,903
GCA_003273815.1_ASM327381v1_genomic.fa                           FASTA   Protein     5,756  2,747,716       31    477.4    4,910
GCA_003273825.1_ASM327382v1_genomic.fa                           FASTA   Protein     5,783  2,753,812       31    476.2    4,910
GCA_003273835.1_ASM327383v1_genomic.fa                           FASTA   Protein     5,785  2,746,670       31    474.8    4,903
GCA_003273925.1_ASM327392v1_genomic.fa                           FASTA   Protein     5,754  2,743,631       31    476.8    4,910
GCA_003273935.1_ASM327393v1_genomic.fa                           FASTA   Protein     5,753  2,745,855       31    477.3    4,910
GCA_003273955.1_ASM327395v1_genomic.fa                           FASTA   Protein     5,806  2,754,198       31    474.4    4,910
GCA_003273985.1_ASM327398v1_genomic.fa                           FASTA   Protein     5,761  2,746,337       31    476.7    4,910
GCA_003274025.1_ASM327402v1_genomic.fa                           FASTA   Protein     5,725  2,742,245       31      479    4,903
GCA_003274055.1_ASM327405v1_genomic.fa                           FASTA   Protein     5,794  2,754,048       31    475.3    4,903
GCA_003274085.1_ASM327408v1_genomic.fa                           FASTA   Protein     5,718  2,736,865       31    478.6    4,910
GCA_003274095.1_ASM327409v1_genomic.fa                           FASTA   Protein     5,739  2,742,594       31    477.9    4,903
GCA_003274125.1_ASM327412v1_genomic.fa                           FASTA   Protein     5,715  2,734,559       31    478.5    4,910
GCA_003274195.1_ASM327419v1_genomic.fa                           FASTA   Protein     5,722  2,728,891       31    476.9    4,910
GCA_003274205.1_ASM327420v1_genomic.fa                           FASTA   Protein     5,773  2,736,367       31      474    4,910
GCA_003274215.1_ASM327421v1_genomic.fa                           FASTA   Protein     5,769  2,743,230       31    475.5    4,885
GCA_003274225.1_ASM327422v1_genomic.fa                           FASTA   Protein     5,777  2,743,109       31    474.8    4,910
GCA_003274315.1_ASM327431v1_genomic.fa                           FASTA   Protein     5,742  2,733,356       31      476    4,910
GCA_003274325.1_ASM327432v1_genomic.fa                           FASTA   Protein     5,728  2,727,426       31    476.2    4,910
GCA_003274345.1_ASM327434v1_genomic.fa                           FASTA   Protein     5,717  2,721,227       31      476    4,910
GCA_003274365.1_ASM327436v1_genomic.fa                           FASTA   Protein     5,727  2,729,042       31    476.5    4,910
GCA_003274425.1_ASM327442v1_genomic.fa                           FASTA   Protein     5,740  2,726,947       31    475.1    4,910
GCA_003274465.1_ASM327446v1_genomic.fa                           FASTA   Protein     5,736  2,728,611       31    475.7    4,910
GCA_003274475.1_ASM327447v1_genomic.fa                           FASTA   Protein     5,753  2,749,732       31      478    4,910
GCA_003274485.1_ASM327448v1_genomic.fa                           FASTA   Protein     5,815  2,768,881       31    476.2    4,910
GCA_003274495.1_ASM327449v1_genomic.fa                           FASTA   Protein     5,781  2,759,070       31    477.3    4,910
GCA_003274585.1_ASM327458v1_genomic.fa                           FASTA   Protein     5,805  2,764,032       31    476.1    4,910
GCA_003274595.1_ASM327459v1_genomic.fa                           FASTA   Protein     5,754  2,752,163       32    478.3    4,910
GCA_003274605.1_ASM327460v1_genomic.fa                           FASTA   Protein     5,795  2,760,437       31    476.3    4,910
GCA_003274615.1_ASM327461v1_genomic.fa                           FASTA   Protein     5,781  2,751,050       31    475.9    4,910
GCA_003274705.1_ASM327470v1_genomic.fa                           FASTA   Protein     5,509  2,652,250       31    481.4    4,910
GCA_003274715.1_ASM327471v1_genomic.fa                           FASTA   Protein     5,847  2,774,737       31    474.6    4,910
GCA_003274725.1_ASM327472v1_genomic.fa                           FASTA   Protein     5,839  2,773,290       31      475    4,910
GCA_003274735.1_ASM327473v1_genomic.fa                           FASTA   Protein     5,789  2,759,762       31    476.7    4,910
GCA_003274825.1_ASM327482v1_genomic.fa                           FASTA   Protein     5,851  2,777,614       31    474.7    4,910
GCA_003274845.1_ASM327484v1_genomic.fa                           FASTA   Protein     5,801  2,767,598       31    477.1    4,910
GCA_003274855.1_ASM327485v1_genomic.fa                           FASTA   Protein     5,832  2,776,379       31    476.1    4,910
GCA_003274865.1_ASM327486v1_genomic.fa                           FASTA   Protein     5,833  2,779,720       31    476.6    4,910
GCA_003274905.1_ASM327490v1_genomic.fa                           FASTA   Protein     5,804  2,775,181       31    478.1    4,910
GCA_003274975.1_ASM327497v1_genomic.fa                           FASTA   Protein     5,813  2,770,334       31    476.6    4,910
GCA_003274985.1_ASM327498v1_genomic.fa                           FASTA   Protein     5,779  2,772,301       31    479.7    4,910
GCA_003274995.1_ASM327499v1_genomic.fa                           FASTA   Protein     5,776  2,757,643       31    477.4    4,910
GCA_003275005.1_ASM327500v1_genomic.fa                           FASTA   Protein     5,819  2,775,668       31      477    4,910
GCA_003275095.1_ASM327509v1_genomic.fa                           FASTA   Protein     5,824  2,778,133       31      477    4,910
GCA_003275105.1_ASM327510v1_genomic.fa                           FASTA   Protein     5,812  2,769,805       31    476.6    4,910
GCA_003275115.1_ASM327511v1_genomic.fa                           FASTA   Protein     5,822  2,774,750       31    476.6    4,910
GCA_003275125.1_ASM327512v1_genomic.fa                           FASTA   Protein     5,785  2,770,134       31    478.8    4,910
GCA_003275215.1_ASM327521v1_genomic.fa                           FASTA   Protein     5,843  2,780,474       31    475.9    4,910
GCA_003275225.1_ASM327522v1_genomic.fa                           FASTA   Protein     5,824  2,777,731       31    476.9    4,910
GCA_003275235.1_ASM327523v1_genomic.fa                           FASTA   Protein     5,840  2,781,768       31    476.3    4,910
GCA_003275245.1_ASM327524v1_genomic.fa                           FASTA   Protein     5,819  2,775,999       31    477.1    4,910
GCA_003275335.1_ASM327533v1_genomic.fa                           FASTA   Protein     5,834  2,776,567       31    475.9    4,910
GCA_003275345.1_ASM327534v1_genomic.fa                           FASTA   Protein     5,778  2,765,744       31    478.7    4,910
GCA_003275365.1_ASM327536v1_genomic.fa                           FASTA   Protein     5,771  2,768,965       31    479.8    4,910
GCA_003275385.1_ASM327538v1_genomic.fa                           FASTA   Protein     5,811  2,775,761       31    477.7    4,910
GCA_003275455.1_ASM327545v1_genomic.fa                           FASTA   Protein     5,830  2,773,828       31    475.8    4,910
GCA_003275465.1_ASM327546v1_genomic.fa                           FASTA   Protein     5,790  2,775,123       31    479.3    4,910
GCA_003275475.1_ASM327547v1_genomic.fa                           FASTA   Protein     5,804  2,775,813       31    478.3    4,910
GCA_003275505.1_ASM327550v1_genomic.fa                           FASTA   Protein     5,752  2,763,712       31    480.5    4,910
GCA_003275575.1_ASM327557v1_genomic.fa                           FASTA   Protein     5,786  2,762,507       31    477.4    4,910
GCA_003275585.1_ASM327558v1_genomic.fa                           FASTA   Protein     5,793  2,775,063       31      479    4,910
GCA_003275605.1_ASM327560v1_genomic.fa                           FASTA   Protein     5,761  2,771,625       31    481.1    4,910
GCA_003275615.1_ASM327561v1_genomic.fa                           FASTA   Protein     5,807  2,772,891       31    477.5    4,910
GCA_003275685.1_ASM327568v1_genomic.fa                           FASTA   Protein     5,820  2,768,303       31    475.7    4,910
GCA_003275715.1_ASM327571v1_genomic.fa                           FASTA   Protein     5,840  2,779,003       31    475.9    4,910
GCA_003275745.1_ASM327574v1_genomic.fa                           FASTA   Protein     5,713  2,706,850       31    473.8    4,898
GCA_003275755.1_ASM327575v1_genomic.fa                           FASTA   Protein     5,813  2,775,546       31    477.5    4,910
GCA_003275785.1_ASM327578v1_genomic.fa                           FASTA   Protein     5,859  2,781,337       31    474.7    4,910
GCA_003275825.1_ASM327582v1_genomic.fa                           FASTA   Protein     5,841  2,781,342       31    476.2    4,910
GCA_003275835.1_ASM327583v1_genomic.fa                           FASTA   Protein     5,850  2,778,645       31      475    4,910
GCA_003275875.1_ASM327587v1_genomic.fa                           FASTA   Protein     5,830  2,782,957       31    477.4    4,910
GCA_003275885.1_ASM327588v1_genomic.fa                           FASTA   Protein     5,864  2,771,365       31    472.6    4,910
GCA_003275955.1_ASM327595v1_genomic.fa                           FASTA   Protein     5,885  2,780,994       31    472.6    4,910
GCA_003275965.1_ASM327596v1_genomic.fa                           FASTA   Protein     5,768  2,760,997       31    478.7    4,910
GCA_003276005.1_ASM327600v1_genomic.fa                           FASTA   Protein     5,823  2,780,013       31    477.4    4,910
GCA_003276015.1_ASM327601v1_genomic.fa                           FASTA   Protein     5,822  2,777,536       31    477.1    4,910
GCA_003276075.1_ASM327607v1_genomic.fa                           FASTA   Protein     5,863  2,783,995       31    474.8    4,910
GCA_003276085.1_ASM327608v1_genomic.fa                           FASTA   Protein     5,866  2,795,128       31    476.5    4,910
GCA_003276135.1_ASM327613v1_genomic.fa                           FASTA   Protein     5,755  2,728,506       31    474.1    4,910
GCA_003276145.1_ASM327614v1_genomic.fa                           FASTA   Protein     5,721  2,722,462       31    475.9    4,910
GCA_003276185.1_ASM327618v1_genomic.fa                           FASTA   Protein     5,623  2,686,400       31    477.8    4,900
GCA_003276205.1_ASM327620v1_genomic.fa                           FASTA   Protein     5,756  2,748,767       31    477.5    4,910
GCA_003276235.1_ASM327623v1_genomic.fa                           FASTA   Protein     5,815  2,756,988       31    474.1    4,910
GCA_003276245.1_ASM327624v1_genomic.fa                           FASTA   Protein     5,828  2,760,545       31    473.7    4,910
GCA_003276295.1_ASM327629v1_genomic.fa                           FASTA   Protein     5,815  2,765,486       31    475.6    4,903
GCA_003276325.1_ASM327632v1_genomic.fa                           FASTA   Protein     5,760  2,759,164       31      479    4,910
GCA_003276365.1_ASM327636v1_genomic.fa                           FASTA   Protein     5,834  2,774,270       31    475.5    4,910
GCA_003276375.1_ASM327637v1_genomic.fa                           FASTA   Protein     5,836  2,782,552       31    476.8    4,910
GCA_003276395.1_ASM327639v1_genomic.fa                           FASTA   Protein     5,807  2,772,603       31    477.5    4,910
GCA_003276405.1_ASM327640v1_genomic.fa                           FASTA   Protein     5,793  2,765,734       31    477.4    4,910
GCA_003276485.1_ASM327648v1_genomic.fa                           FASTA   Protein     5,817  2,771,753       31    476.5    4,910
GCA_003276495.1_ASM327649v1_genomic.fa                           FASTA   Protein     5,823  2,777,151       31    476.9    4,910
GCA_003276505.1_ASM327650v1_genomic.fa                           FASTA   Protein     5,862  2,779,150       31    474.1    4,910
GCA_003276515.1_ASM327651v1_genomic.fa                           FASTA   Protein     5,824  2,782,458       31    477.8    4,910
GCA_003276605.1_ASM327660v1_genomic.fa                           FASTA   Protein     5,773  2,769,937       31    479.8    4,910
GCA_003276615.1_ASM327661v1_genomic.fa                           FASTA   Protein     5,772  2,758,436       31    477.9    4,910
GCA_003276625.1_ASM327662v1_genomic.fa                           FASTA   Protein     5,857  2,771,783       31    473.2    4,910
GCA_003276635.1_ASM327663v1_genomic.fa                           FASTA   Protein     5,788  2,769,037       31    478.4    4,910
GCA_003276725.1_ASM327672v1_genomic.fa                           FASTA   Protein     5,835  2,778,577       31    476.2    4,910
GCA_003276735.1_ASM327673v1_genomic.fa                           FASTA   Protein     5,835  2,782,812       31    476.9    4,910
GCA_003276745.1_ASM327674v1_genomic.fa                           FASTA   Protein     5,799  2,771,205       31    477.9    4,910
GCA_003276755.1_ASM327675v1_genomic.fa                           FASTA   Protein     5,803  2,772,291       31    477.7    4,910
GCA_003276845.1_ASM327684v1_genomic.fa                           FASTA   Protein     5,811  2,775,621       31    477.6    4,910
GCA_003276855.1_ASM327685v1_genomic.fa                           FASTA   Protein     5,856  2,781,274       31    474.9    4,910
GCA_003276865.1_ASM327686v1_genomic.fa                           FASTA   Protein     5,857  2,780,399       31    474.7    4,910
GCA_003276875.1_ASM327687v1_genomic.fa                           FASTA   Protein     5,755  2,759,281       31    479.5    4,910
GCA_003276965.1_ASM327696v1_genomic.fa                           FASTA   Protein     5,811  2,774,289       31    477.4    4,910
GCA_003276975.1_ASM327697v1_genomic.fa                           FASTA   Protein     5,780  2,772,953       31    479.7    4,910
GCA_003276985.1_ASM327698v1_genomic.fa                           FASTA   Protein     5,783  2,773,240       31    479.6    4,910
GCA_003276995.1_ASM327699v1_genomic.fa                           FASTA   Protein     5,802  2,771,479       31    477.7    4,910
GCA_003277085.1_ASM327708v1_genomic.fa                           FASTA   Protein     5,789  2,773,241       31    479.1    4,910
GCA_003277095.1_ASM327709v1_genomic.fa                           FASTA   Protein     5,804  2,769,365       31    477.1    4,910
GCA_003277105.1_ASM327710v1_genomic.fa                           FASTA   Protein     5,772  2,761,893       31    478.5    4,910
GCA_003277115.1_ASM327711v1_genomic.fa                           FASTA   Protein     5,846  2,788,112       31    476.9    4,910
GCA_003277205.1_ASM327720v1_genomic.fa                           FASTA   Protein     5,753  2,765,108       31    480.6    4,910
GCA_003277235.1_ASM327723v1_genomic.fa                           FASTA   Protein     5,768  2,765,494       31    479.5    4,910
GCA_003277245.1_ASM327724v1_genomic.fa                           FASTA   Protein     5,744  2,756,862       31      480    4,910
GCA_003277255.1_ASM327725v1_genomic.fa                           FASTA   Protein     5,849  2,794,532       31    477.8    4,910
GCA_003277295.1_ASM327729v1_genomic.fa                           FASTA   Protein     5,809  2,764,966       31      476    4,910
GCA_003277355.1_ASM327735v1_genomic.fa                           FASTA   Protein     5,805  2,772,368       31    477.6    4,910
GCA_003277365.1_ASM327736v1_genomic.fa                           FASTA   Protein     5,763  2,761,869       31    479.2    4,910
GCA_003277375.1_ASM327737v1_genomic.fa                           FASTA   Protein     5,756  2,761,694       31    479.8    4,910
GCA_003277385.1_ASM327738v1_genomic.fa                           FASTA   Protein     5,760  2,762,150       31    479.5    4,910
GCA_003277475.1_ASM327747v1_genomic.fa                           FASTA   Protein     5,825  2,764,527       31    474.6    4,910
GCA_003277485.1_ASM327748v1_genomic.fa                           FASTA   Protein     5,866  2,760,292       31    470.6    4,910
GCA_003277495.1_ASM327749v1_genomic.fa                           FASTA   Protein     5,825  2,763,484       31    474.4    4,910
GCA_003277505.1_ASM327750v1_genomic.fa                           FASTA   Protein     5,827  2,763,491       31    474.3    4,910
GCA_003277595.1_ASM327759v1_genomic.fa                           FASTA   Protein     5,790  2,776,289       31    479.5    4,910
GCA_003277615.1_ASM327761v1_genomic.fa                           FASTA   Protein     5,816  2,771,696       31    476.6    4,910
GCA_003277635.1_ASM327763v1_genomic.fa                           FASTA   Protein     5,832  2,777,117       31    476.2    4,910
GCA_003277645.1_ASM327764v1_genomic.fa                           FASTA   Protein     5,852  2,783,808       31    475.7    4,910
GCA_003277715.1_ASM327771v1_genomic.fa                           FASTA   Protein     5,796  2,774,307       31    478.7    4,910
GCA_003277725.1_ASM327772v1_genomic.fa                           FASTA   Protein     5,792  2,772,160       31    478.6    4,910
GCA_003277735.1_ASM327773v1_genomic.fa                           FASTA   Protein     5,792  2,769,377       31    478.1    4,910
GCA_003277755.1_ASM327775v1_genomic.fa                           FASTA   Protein     5,768  2,766,239       31    479.6    4,910
GCA_003277815.1_ASM327781v1_genomic.fa                           FASTA   Protein     5,835  2,764,061       31    473.7    4,910
GCA_003277865.1_ASM327786v1_genomic.fa                           FASTA   Protein     5,830  2,763,820       31    474.1    4,910
GCA_003277875.1_ASM327787v1_genomic.fa                           FASTA   Protein     5,705  2,727,881       31    478.2    4,910
GCA_003326515.1_ASM332651v1_genomic.fa                           FASTA   Protein     5,758  2,716,879       31    471.8    4,910
GCA_003326525.1_ASM332652v1_genomic.fa                           FASTA   Protein     5,837  2,781,529       31    476.5    4,910
GCA_003326555.1_ASM332655v1_genomic.fa                           FASTA   Protein     5,781  2,767,980       31    478.8    4,910
GCA_003326565.1_ASM332656v1_genomic.fa                           FASTA   Protein     5,661  2,693,909       31    475.9    4,903
GCA_017864775.1_ASM1786477v1_genomic.fa                          FASTA   Protein     5,721  2,736,462       31    478.3    4,910
GCA_017864785.1_ASM1786478v1_genomic.fa                          FASTA   Protein     5,719  2,734,465       31    478.1    4,910
GCA_017864795.1_ASM1786479v1_genomic.fa                          FASTA   Protein     5,669  2,715,812       31    479.1    4,903
GCA_017864805.1_ASM1786480v1_genomic.fa                          FASTA   Protein     5,716  2,730,814       31    477.7    4,903
GCA_017864825.1_ASM1786482v1_genomic.fa                          FASTA   Protein     5,722  2,731,389       31    477.3    4,910
GCA_017864915.1_ASM1786491v1_genomic.fa                          FASTA   Protein     5,703  2,725,455       31    477.9    4,903
GCA_017864925.1_ASM1786492v1_genomic.fa                          FASTA   Protein     5,708  2,730,065       31    478.3    4,903
GCA_017864945.1_ASM1786494v1_genomic.fa                          FASTA   Protein     5,705  2,725,849       31    477.8    4,903
GCA_017864975.1_ASM1786497v1_genomic.fa                          FASTA   Protein     5,704  2,727,616       31    478.2    4,903
GCA_017865125.1_ASM1786512v1_genomic.fa                          FASTA   Protein     5,620  2,687,796       32    478.3    4,903
GCA_017865225.1_ASM1786522v1_genomic.fa                          FASTA   Protein     5,693  2,721,678       31    478.1    4,903
GCA_017865245.1_ASM1786524v1_genomic.fa                          FASTA   Protein     5,606  2,689,601       31    479.8    4,903
GCA_017865275.1_ASM1786527v1_genomic.fa                          FASTA   Protein     5,675  2,712,019       31    477.9    4,910
GCA_017865285.1_ASM1786528v1_genomic.fa                          FASTA   Protein     5,511  2,652,124       32    481.2    4,903
GCA_017865375.1_ASM1786537v1_genomic.fa                          FASTA   Protein     5,601  2,681,542       31    478.8    4,903
GCA_017865415.1_ASM1786541v1_genomic.fa                          FASTA   Protein     5,611  2,691,182       32    479.6    4,903
GCA_017865475.1_ASM1786547v1_genomic.fa                          FASTA   Protein     5,660  2,705,915       31    478.1    4,903
GCA_017865645.1_ASM1786564v1_genomic.fa                          FASTA   Protein     5,653  2,696,511       31      477    4,903
GCA_017865655.1_ASM1786565v1_genomic.fa                          FASTA   Protein     5,630  2,692,537       31    478.2    4,903
GCA_017865695.1_ASM1786569v1_genomic.fa                          FASTA   Protein     5,656  2,703,600       31      478    4,903
GCA_017865715.1_ASM1786571v1_genomic.fa                          FASTA   Protein     5,731  2,733,663       32      477    4,903
GCA_017865745.1_ASM1786574v1_genomic.fa                          FASTA   Protein     5,662  2,706,097       32    477.9    4,910
GCA_017865875.1_ASM1786587v1_genomic.fa                          FASTA   Protein     5,688  2,721,677       31    478.5    4,903
GCA_017865995.1_ASM1786599v1_genomic.fa                          FASTA   Protein     5,692  2,727,306       31    479.1    4,903
GCA_017866045.1_ASM1786604v1_genomic.fa                          FASTA   Protein     5,585  2,677,002       31    479.3    4,910
GCA_017866055.1_ASM1786605v1_genomic.fa                          FASTA   Protein     5,699  2,713,924       31    476.2    4,903
GCA_017866065.1_ASM1786606v1_genomic.fa                          FASTA   Protein     5,622  2,694,586       31    479.3    4,903
GCA_017866075.1_ASM1786607v1_genomic.fa                          FASTA   Protein     5,581  2,675,419       31    479.4    4,910
GCA_017866085.1_ASM1786608v1_genomic.fa                          FASTA   Protein     5,704  2,715,349       31      476    4,910
GCA_017866135.1_ASM1786613v1_genomic.fa                          FASTA   Protein     5,668  2,710,936       31    478.3    4,903
GCA_017866155.1_ASM1786615v1_genomic.fa                          FASTA   Protein     5,725  2,722,875       31    475.6    4,910
GCA_017866175.1_ASM1786617v1_genomic.fa                          FASTA   Protein     5,589  2,680,560       31    479.6    4,910
GCA_017866185.1_ASM1786618v1_genomic.fa                          FASTA   Protein     5,644  2,703,167       31    478.9    4,910
GCA_017866255.1_ASM1786625v1_genomic.fa                          FASTA   Protein     5,723  2,730,393       31    477.1    4,903
GCA_017866275.1_ASM1786627v1_genomic.fa                          FASTA   Protein     5,686  2,710,777       31    476.7    4,903
GCA_017866305.1_ASM1786630v1_genomic.fa                          FASTA   Protein     5,698  2,727,571       31    478.7    4,910
GCA_017866315.1_ASM1786631v1_genomic.fa                          FASTA   Protein     5,693  2,725,587       31    478.8    4,903
GCA_017866385.1_ASM1786638v1_genomic.fa                          FASTA   Protein     5,721  2,730,622       31    477.3    4,903
GCA_017866405.1_ASM1786640v1_genomic.fa                          FASTA   Protein     5,738  2,739,702       31    477.5    4,903
GCA_017866455.1_ASM1786645v1_genomic.fa                          FASTA   Protein     5,616  2,692,353       32    479.4    4,903
GCA_017866465.1_ASM1786646v1_genomic.fa                          FASTA   Protein     5,689  2,721,736       31    478.4    4,903
GCA_017866475.1_ASM1786647v1_genomic.fa                          FASTA   Protein     5,711  2,729,089       31    477.9    4,903
GCA_017866485.1_ASM1786648v1_genomic.fa                          FASTA   Protein     5,673  2,707,157       31    477.2    4,903
GCA_017866495.1_ASM1786649v1_genomic.fa                          FASTA   Protein     5,594  2,672,001       31    477.7    4,903
GCA_017866565.1_ASM1786656v1_genomic.fa                          FASTA   Protein     5,675  2,708,271       31    477.2    4,910
GCA_017866575.1_ASM1786657v1_genomic.fa                          FASTA   Protein     5,657  2,699,949       31    477.3    4,910
GCA_017866745.1_ASM1786674v1_genomic.fa                          FASTA   Protein     5,725  2,722,081       31    475.5    4,910
GCA_017866755.1_ASM1786675v1_genomic.fa                          FASTA   Protein     5,693  2,722,693       31    478.3    4,903
GCA_017866845.1_ASM1786684v1_genomic.fa                          FASTA   Protein     5,739  2,732,999       31    476.2    4,910
GCA_017866945.1_ASM1786694v1_genomic.fa                          FASTA   Protein     5,698  2,721,271       31    477.6    4,903
GCA_017866955.1_ASM1786695v1_genomic.fa                          FASTA   Protein     5,679  2,718,986       32    478.8    4,903
GCA_017866995.1_ASM1786699v1_genomic.fa                          FASTA   Protein     5,704  2,725,182       31    477.8    4,903
GCA_017867005.1_ASM1786700v1_genomic.fa                          FASTA   Protein     5,686  2,707,646       31    476.2    4,903
GCA_017867015.1_ASM1786701v1_genomic.fa                          FASTA   Protein     5,734  2,736,567       31    477.3    4,903
